,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5433,569555930028748800,negative,1.0,Customer Service Issue,0.7065,US Airways,,ColfaxCapital,,1,@USAirways @JosephTReis Dont bother. They dont pick up the phone. Worst customer service going,,2015-02-22 09:54:50-08:00,"39.0708° N, 106.9886° W",Quito
2337,567595670463205376,negative,1.0,Late Flight,1.0,United,,CRomerDome,,0,@united I like delays less than you because I'm the one on the plane. Connect me with a voucher,,2015-02-17 00:05:27-08:00,"Portland, OR",Pacific Time (US & Canada)
3967,569713071435829249,neutral,0.6836,,0.0,Delta,,jabeblanchard,,0,"@JetBlue sorry, should have specified I meant ground traffic trying to get into the terminal","[40.64682076, -73.7823236]",2015-02-22 20:19:15-08:00,Right Coast,Eastern Time (US & Canada)
1459,568917936783491073,negative,0.6633,Can't Tell,0.3367,United,,jayw329,,0,@united already Flight Booking Problems next week's trip on @AmericanAir  thanks for making the choice so easy #disunited #unfriendlyskies #servicefail,,2015-02-20 15:39:40-08:00,"New York, NY",Eastern Time (US & Canada)
332,570288349392605186,negative,0.6495,Can't Tell,0.6495,United,,lotusfitness,,0,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy,,2015-02-24 10:25:12-08:00,"Washington, DC",Eastern Time (US & Canada)
143,569208480793567233,positive,0.6899,,,Virgin America,,miaerolinea,,0,"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy",,2015-02-21 10:54:11-08:00,Worldwide,Caracas
2317,567732284959113216,negative,1.0,Flight Attendant Complaints,0.7033,United,,BhutanOrient,,0,@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +,,2015-02-17 09:08:19-08:00,Bhutan,Pacific Time (US & Canada)
1284,569192549170032640,negative,1.0,Late Flight,1.0,United,,CBench79,,0,@united what's the hold up with flight 6475 from SLC to DEN??,,2015-02-21 09:50:53-08:00,"Salt Lake City, UT",Central Time (US & Canada)
5391,569595534916202496,neutral,1.0,,,US Airways,,APH0823,,0,"@USAirways got transf. to Dividend Miles...need to change flight.  Grandma just passed, need to change ticket ASAP. Update on wait time?",,2015-02-22 12:32:12-08:00,Global Citizen,Pacific Time (US & Canada)
201,568791035297468416,positive,1.0,,,Virgin America,,Hwoodboy24,,0,@VirginAmerica thank you! I absolutely will 😎,,2015-02-20 07:15:25-08:00,BOS • LA • NYC ,Pacific Time (US & Canada)
703,569864108134301697,negative,1.0,Bad Flight,0.7003,United,,JohntheKiwi,,0,"@united Currently on UA862, 20 minutes of the worst turbulence I've ever experienced, and ZERO communication from the flight deck.",,2015-02-23 06:19:25-08:00,"Stumptown, Baby!",Pacific Time (US & Canada)
2828,569215950597201921,negative,1.0,Customer Service Issue,0.6632,Southwest,,ChiefTimFitch,,0,@SouthwestAir How to I rebook on-line when it keeps telling me that it's a reserv number for a past date (this morning)? Holding for 2hrs.,,2015-02-21 11:23:52-08:00,"St. Louis, Missouri USA",Central Time (US & Canada)
1408,568962468766212097,negative,0.6444,Customer Service Issue,0.6444,United,,Jperez201,,0,@united Booked 11 tix 1 month ago and now its about $157 CHEAPER and customer service was useless. What's up with that???,,2015-02-20 18:36:38-08:00,Rutgers Business School - NB,Eastern Time (US & Canada)
4207,569305802487439360,neutral,0.3711,,0.0,Delta,,zarrylarou,,0,@JetBlue Tomorrow wouldn’t have been soon enough! Thank you for the info!,,2015-02-21 17:20:55-08:00,NY,Eastern Time (US & Canada)
1110,569363188120207360,negative,1.0,Customer Service Issue,1.0,United,,Fader_Jockey,,0,@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min,,2015-02-21 21:08:56-08:00,"Chicago, IL",Central Time (US & Canada)
4364,568894423507058688,negative,1.0,Late Flight,1.0,Delta,,NicoleMarieNoel,,0,@JetBlue Noooo!! Why is our previously direct flight from FLL&gt;SFO diverted to LAS? Now arriving almost 2 hrs Late Flightr. 👎,,2015-02-20 14:06:14-08:00,Bad Wolf Bay,Eastern Time (US & Canada)
3662,570267929322921985,neutral,1.0,,,Delta,,terrybrokebad,,0,"More like BaeJet Airways, amirite?

“@JetBlue: @terrybrokebad Right back at ya!”",,2015-02-24 09:04:04-08:00,"Newcastle, Uk",Casablanca
2668,569565359524716544,negative,0.6632,Can't Tell,0.3474,Southwest,,paydirt434,,0,@SouthwestAir    Promotion e-mail today (Vegas and Jamaica) has a defective link for the Vegas sweepstakes...it times out with error.,,2015-02-22 10:32:18-08:00,"Herndon, VA",Eastern Time (US & Canada)
6810,570033624306708481,positive,1.0,,,American,,sherscott,,0,@AmericanAir Absolutely!,,2015-02-23 17:33:01-08:00,Houston,Central Time (US & Canada)
1998,568168661732724736,positive,1.0,,,United,,qlyss8,,0,"@united well, thanks for not charging me for switching my two Cancelled Flightled flights anyway. That was pretty nice. #stillmakingmepoorthough",,2015-02-18 14:02:19-08:00,"Texas, USA",Mountain Time (US & Canada)
3804,569954556001566721,neutral,0.6842,,,Delta,,dslreyes,,0,@JetBlue lord...,,2015-02-23 12:18:50-08:00,"Brooklyn, NY",Pacific Time (US & Canada)
5191,569869163029762048,positive,1.0,,,US Airways,,jcsolomons,,0,@USAirways Thank you.,,2015-02-23 06:39:30-08:00,"Boston, MA",Quito
1638,568755759670022147,negative,0.6734,Flight Attendant Complaints,0.3573,United,,meredithstille,,0,@united can u get the crew member that we are waiting on? We were told 40 minutes ago they landed here and they are still not to our gate.,,2015-02-20 04:55:14-08:00,New Jersey,Eastern Time (US & Canada)
3248,568425317028610049,neutral,0.6803,,,Southwest,,GregDyett,,0,@SouthwestAir Thanks! Will do,,2015-02-19 07:02:11-08:00,"Melbourne, Australia",Hawaii
4226,569254571622727682,negative,1.0,Cancelled Flight,1.0,Delta,,Marc_keting,,0,@JetBlue Tell me at what point will u realize u can't fly into DCA tonight- u Cancelled Flightled the 1pm when will u Cancelled Flight the 5:26,,2015-02-21 13:57:20-08:00,"Washington, DC",Eastern Time (US & Canada)
2251,567793423248547840,neutral,1.0,,,United,,RobPapa1,,0,@united can you send me another confirmation email?,,2015-02-17 13:11:15-08:00,Ravens Nation  51814,Atlantic Time (Canada)
1680,568639679496454144,neutral,1.0,,,United,,theAdamW,,0,"@united Also, a United phone representative just asked me for my web password. Is that normal?",,2015-02-19 21:13:59-08:00,"Los Angeles, California",Pacific Time (US & Canada)
5771,568935917341286400,negative,1.0,Can't Tell,1.0,US Airways,,chrisseifert83,,0,@USAirways @AmericanAir thought u merged but #USAirways sucks #worstever http://t.co/myNZitCovn,,2015-02-20 16:51:07-08:00,"Stamford, Ct",Eastern Time (US & Canada)
199,568795484283736064,neutral,1.0,,,Virgin America,,MarcPerez,,0,@VirginAmerica missed my flight. How does standby work?,,2015-02-20 07:33:05-08:00, California 92705,Pacific Time (US & Canada)
7230,569745686784315392,negative,1.0,Cancelled Flight,1.0,American,,melissamassello,,0,"@AmericanAir Worst airline. You Cancelled Flight flight, don't let me know, I wait on hold 30 mins, told to enter callback for middle of the night?!!",,2015-02-22 22:28:51-08:00,"Austin, TX",Eastern Time (US & Canada)
6215,567840122454052864,positive,0.6854,,,US Airways,,wickenstein,,0,@USAirways HA!  You're fun.,,2015-02-17 16:16:49-08:00,"Charleston, SC",Eastern Time (US & Canada)
4897,567769468278988800,neutral,0.6671,,,Delta,,JetBlueNews,,0,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Times Colonist http://t.co/NzDXRvszWv,,2015-02-17 11:36:04-08:00,USA,Sydney
7167,569843488969371649,negative,0.6732,Customer Service Issue,0.3405,American,,nicoeats,,0,@AmericanAir is flight 1318 Cancelled Flighted or not? No word from the ground staff.,,2015-02-23 04:57:29-08:00,"Tokyo, Japan",Eastern Time (US & Canada)
6527,570263732099649537,neutral,1.0,,,American,,towbinator,,0,"@AmericanAir @dfwairport That's DFW!? OMG! Yeah cold, everywhere!",,2015-02-24 08:47:23-08:00,United States of America,Eastern Time (US & Canada)
3382,568081316282916864,neutral,1.0,,,Southwest,,heatheralexis8,,0,@SouthwestAir are you guys gonna be giving away any tickets for @Imaginedragons at @VinylVegas? #DestinationDragons,,2015-02-18 08:15:14-08:00,Vegas,Pacific Time (US & Canada)
3270,568266994069295105,neutral,1.0,,,Southwest,,KDFSmith,,0,@SouthwestAir only 1 guest needs to change a flight on a reservation of 2. How can I do it? I NEED this to happen. Say it can...Please help!,,2015-02-18 20:33:03-08:00,United States,Central Time (US & Canada)
3793,569960833884803072,neutral,0.6771,,0.0,Delta,,NaijaMane,,0,............. RT @JetBlue: Our fleet's on fleek. http://t.co/X7iLzqdwe2,,2015-02-23 12:43:46-08:00,Flexin in Zamunda,Central Time (US & Canada)
336,570284312697765888,neutral,0.6629999999999999,,0.0,United,,F_U_ng,,0,"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve.",,2015-02-24 10:09:10-08:00,Los Angeles,Pacific Time (US & Canada)
2366,570283248301043712,negative,1.0,Flight Booking Problems,0.6606,Southwest,,slobotski,,0,@SouthwestAir went to purchase a flight that I began processing not even 4 minutes earlier and the points had gone up - any help?,,2015-02-24 10:04:56-08:00,Midwest + Airplanes,Central Time (US & Canada)
819,569690626293305344,negative,1.0,Bad Flight,1.0,United,,segallsays,,1,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline,"[29.9866693, -95.3382794]",2015-02-22 18:50:04-08:00,"Houston, TX",America/Chicago
500,570031379456643072,positive,1.0,,,United,,goodenufmother,,1,@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,,2015-02-23 17:24:06-08:00,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
7132,569863705841831936,negative,0.7107,Customer Service Issue,0.7107,American,,SFaldon_Sports,,0,@AmericanAir But you called me - and hung up.,,2015-02-23 06:17:49-08:00,"Fort Smith, Ark.",Central Time (US & Canada)
7649,569611735696580611,negative,1.0,Customer Service Issue,0.3514,American,,lmaxwell11,,0,@AmericanAir Somehow between DFW and MIA I got bumped from 12B all the way to 41G on 2312? What's up with that?,,2015-02-22 13:36:35-08:00,O.K.C.,Central Time (US & Canada)
7600,569625607476158465,negative,0.6564,Late Flight,0.6564,American,,realfrecks,,0,".@AmericanAir: the best the agent could do is put me on a flight arriving tomorrow afternoon, with a six hour layover.",,2015-02-22 14:31:42-08:00,"New York, NY",Atlantic Time (Canada)
5543,569463202817417216,negative,1.0,Late Flight,0.7158,US Airways,,stevenbattle,,0,@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.,,2015-02-22 03:46:22-08:00,"philadelphia, pa",Eastern Time (US & Canada)
5747,568997237176569856,neutral,0.3664,,0.0,US Airways,,SweetingR,,0,"@USAirways ah, and I was only given one shuttle voucher, so if I do ever get back to the airport you'll be getting the bill",,2015-02-20 20:54:47-08:00,"Asheville, NC",Eastern Time (US & Canada)
3634,567688325276770306,neutral,0.6957,,0.0,Southwest,,DubCook,,0,"@SouthwestAir Guys, we've got to do something about the inability to check in online for international  flight that has... (1/2)","[21.05483165, -86.78164351]",2015-02-17 06:13:38-08:00,"Downtown Dallas, Texas",Central Time (US & Canada)
1073,569428333500375040,negative,1.0,Lost Luggage,0.6837,United,,suntoshi,,0,"@united is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,",,2015-02-22 01:27:48-08:00,"Bedford, Nh",Eastern Time (US & Canada)
393,570201707621146624,negative,1.0,Can't Tell,0.6679999999999999,United,,Evan_Flay,,0,"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?","[29.98878092, -90.25836915]",2015-02-24 04:40:55-08:00,Seattle,Pacific Time (US & Canada)
5309,569661154638872576,negative,1.0,Late Flight,1.0,US Airways,,Little_BeerGirl,,0,@USAirways @PHLAirport can you pm me w answer if flt to 4278 is still on time. Been on ground over an hr w no gate. Need help. Pls,,2015-02-22 16:52:57-08:00,"ÜT: 42.076557,-76.770488",Eastern Time (US & Canada)
5,570294189143031808,neutral,0.6769,,0.0,Virgin America,,idk_but_youtube,,0,@VirginAmerica did you know that suicide is the second leading cause of death among teens 10-24,,2015-02-24 10:48:24-08:00,1/1 loner squad,Eastern Time (US & Canada)
1312,569153669867945984,negative,1.0,Flight Attendant Complaints,0.3551,United,,smonnat,,1,@united officially has the most inefficient boarding procedure. There is no reason it should take 45 mins to board a plane!,,2015-02-21 07:16:23-08:00,"State College, PA",Eastern Time (US & Canada)
6501,570273710210469888,positive,1.0,,,American,,Mtts28,,0,@AmericanAir These are some awesome photos. Thanks for sharing! 😁,,2015-02-24 09:27:02-08:00,Virginia,Eastern Time (US & Canada)
2537,569892876642955264,neutral,0.6681,,,Southwest,,fromtheleftseat,,0,"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk",,2015-02-23 08:13:44-08:00,Phoenix AZ,Arizona
7546,569642989515112448,negative,1.0,Customer Service Issue,1.0,American,,lindseyjerin,,0,@AmericanAir I've called that and they said they can't help me and it's out of their hands. I really feel like an under appreciated customer,,2015-02-22 15:40:46-08:00,"Alexandria, VA",Quito
3937,569889547162669056,negative,1.0,longlines,1.0,Delta,,briantafel,,0,"@JetBlue nope. The ""regular"" line was multi-x faster. You literally direct all the wheelchairs and strollers into the same line as EMS.","[40.64646872, -73.77594979]",2015-02-23 08:00:30-08:00,"Brooklyn, NY",Eastern Time (US & Canada)
3692,570195373018505216,negative,1.0,Can't Tell,0.6689,Delta,,PilotFresh,,0,@JetBlue why do this to me sending N598JB to UVF today and its a weekday why not a weekend :'(,,2015-02-24 04:15:45-08:00,Dubai ,Central America
2298,567748565095968769,negative,1.0,Late Flight,1.0,United,,MsDMichelle,,0,@united Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!,,2015-02-17 10:13:00-08:00,"Washington, DC",Eastern Time (US & Canada)
4531,568535405361913857,neutral,0.6495,,0.0,Delta,,Peaches275,,0,@JetBlue Hi. How do I claim points on a 1800-flowers order after I purchased? I totally forgot to put in the promo code.,,2015-02-19 14:19:38-08:00,New Jet City,Central Time (US & Canada)
3606,567734329212940288,positive,1.0,,,Southwest,,MrDavidLombardi,,0,@SouthwestAir Great job!! Looking forward to my next trip being able to use this new feature!,,2015-02-17 09:16:26-08:00,AZ - USA,Arizona
5985,568474825989054464,neutral,1.0,,,US Airways,,JasonWhitely,,0,"THE END: RT @USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/NBpCJCpEW9",,2015-02-19 10:18:54-08:00,Dallas/Fort Worth,Central Time (US & Canada)
1373,568995256525398016,negative,1.0,Flight Attendant Complaints,0.6776,United,,MyFitness52,,0,"@united to Late Flight now, but in future flights, train staff better to handle emergency situations, and ground staff in Customer Service",,2015-02-20 20:46:55-08:00,Washington,Arizona
3245,568426007583170560,positive,0.6686,,,Southwest,,thirty_lives,,0,@SouthwestAir my birthday is during #DestinationDragons and im a huge fan- anyway I can get tickets?,,2015-02-19 07:04:55-08:00,ʞᴚoʎ   ʍǝu,Eastern Time (US & Canada)
6933,569970235392073729,negative,1.0,Customer Service Issue,0.6576,American,,IlyssaPanitz,,0,"@AmericanAir why can't you hire a staff that is helpful, informed and nice to it's customers?",,2015-02-23 13:21:08-08:00,"New York, NY",Central Time (US & Canada)
3122,568573661378174976,positive,1.0,,,Southwest,,CWiesmore,,0,"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!","[36.0931536, -86.6973554]",2015-02-19 16:51:39-08:00,Chicago,Central Time (US & Canada)
5227,569759330662109185,negative,1.0,Late Flight,1.0,US Airways,,rossj987,,0,@USAirways not to mention the fact that my flight was delayed BECAUSE YOUR COMPUTERS WERE DOWN,,2015-02-22 23:23:04-08:00,"Washington, D.C.",Eastern Time (US & Canada)
